Pendel 1 in Ruhe
Pendel 2 ausgelenkt
26.308 -1.155 4.981
26.333 -0.210 4.933
26.358 0.665 4.836
26.383 1.540 4.690
26.408 2.310 4.544
26.433 3.255 4.350
26.458 4.095 4.107
26.483 4.795 3.937
26.508 5.495 3.694
26.533 6.055 3.451
26.558 6.475 3.232
26.583 6.930 2.989
26.608 7.175 2.770
26.633 7.420 2.527
26.658 7.525 2.284
26.683 7.560 2.017
26.708 7.490 1.847
26.733 7.210 1.652
26.758 7.105 1.385
26.783 6.615 1.312
26.808 6.195 1.118
26.833 5.635 0.972
26.858 4.900 0.875
26.883 4.200 0.850
26.908 3.570 0.778
26.933 2.590 0.826
26.958 1.610 0.705
26.983 0.770 0.705
27.008 -0.210 0.705
27.033 -1.120 0.802
27.058 -1.960 0.875
27.083 -3.010 0.948
27.108 -3.885 0.923
27.133 -4.830 0.948
27.158 -5.600 1.093
27.183 -6.370 1.142
27.208 -7.070 1.215
27.233 -7.735 1.288
27.258 -8.330 1.288
27.283 -8.855 1.337
27.308 -9.380 1.434
27.333 -9.660 1.409
27.358 -9.905 1.458
27.383 -10.045 1.458
27.408 -10.115 1.361
27.433 -10.010 1.337
27.458 -9.940 1.288
27.483 -9.765 1.288
27.508 -9.380 1.166
27.533 -9.065 1.045
27.558 -8.575 0.948
27.583 -7.910 0.802
27.608 -7.385 0.705
27.633 -6.650 0.559
27.658 -5.950 0.510
27.683 -5.110 0.364
27.708 -4.200 0.267
27.733 -3.290 0.219
27.758 -2.310 0.146
27.783 -1.365 0.049
27.808 -0.490 0.024
27.833 0.455 0.024
27.858 1.260 0.121
27.883 2.275 0.121
27.908 3.045 0.170
27.933 3.850 0.292
27.958 4.480 0.389
27.983 5.180 0.510
28.008 5.740 0.680
28.033 6.300 0.923
28.058 6.650 1.166
28.083 7.070 1.409
28.108 7.210 1.701
28.133 7.280 1.968
28.158 7.385 2.211
28.183 7.350 2.503
28.208 7.105 2.867
28.233 6.790 3.183
28.258 6.405 3.451
28.283 5.985 3.669
28.308 5.425 4.034
28.333 4.725 4.301
28.358 4.095 4.544
28.383 3.360 4.787
28.408 2.590 5.054
28.433 1.715 5.224
28.458 0.875 5.395
28.483 0.070 5.492
28.508 -0.805 5.613
28.533 -1.715 5.686
28.558 -2.625 5.686
28.583 -3.395 5.589
28.608 -4.200 5.492
28.633 -4.865 5.273
28.658 -5.600 5.103
28.683 -6.230 4.884
28.708 -6.790 4.641
28.733 -7.420 4.350
28.758 -7.840 3.961
28.783 -8.190 3.523
28.808 -8.505 3.037
28.833 -8.645 2.576
28.858 -8.750 2.065
28.883 -8.715 1.531
28.908 -8.680 0.996
28.933 -8.540 0.437
28.958 -8.470 -0.073
28.983 -8.155 -0.680
29.008 -7.840 -1.118
29.033 -7.455 -1.628
29.058 -6.965 -2.187
29.083 -6.370 -2.624
29.108 -5.775 -2.989
29.133 -5.215 -3.353
29.158 -4.480 -3.645
29.183 -3.815 -3.937
29.208 -3.115 -4.107
29.233 -2.380 -4.204
29.258 -1.645 -4.252
29.283 -0.910 -4.301
29.308 -0.315 -4.252
29.333 0.385 -4.034
29.358 1.015 -3.815
29.383 1.680 -3.572
29.408 2.345 -3.208
29.433 2.765 -2.843
29.458 3.360 -2.357
29.483 3.780 -1.847
29.508 4.025 -1.239
29.533 4.305 -0.656
29.558 4.550 0.024
29.583 4.690 0.705
29.608 4.795 1.385
29.633 4.795 2.090
29.658 4.690 2.794
29.683 4.585 3.523
29.708 4.270 4.325
29.733 4.060 4.933
29.758 3.640 5.686
29.783 3.325 6.294
29.808 2.835 6.877
29.833 2.415 7.387
29.858 1.890 7.897
29.883 1.365 8.262
29.908 0.840 8.675
29.933 0.175 9.040
29.958 -0.350 9.210
29.983 -0.945 9.307
30.008 -1.540 9.428
30.033 -2.065 9.331
30.058 -2.520 9.185
30.083 -3.045 8.967
30.108 -3.535 8.699
30.133 -3.955 8.262
30.158 -4.270 7.873
30.183 -4.550 7.290
30.208 -4.935 6.707
30.233 -5.040 5.978
30.258 -5.250 5.297
30.283 -5.390 4.495
30.308 -5.495 3.621
30.333 -5.495 2.697
30.358 -5.530 1.895
30.383 -5.495 0.972
30.408 -5.355 0.146
30.433 -5.180 -0.778
30.458 -5.040 -1.604
30.483 -4.795 -2.406
30.508 -4.515 -3.208
30.533 -4.305 -3.864
30.558 -4.060 -4.495
30.583 -3.780 -5.127
30.608 -3.430 -5.613
30.633 -3.080 -6.148
30.658 -2.835 -6.464
30.683 -2.555 -6.707
30.708 -2.205 -6.877
30.733 -1.820 -6.998
30.758 -1.505 -6.998
30.783 -1.225 -6.828
30.808 -0.840 -6.634
30.833 -0.560 -6.367
30.858 -0.350 -6.002
30.883 -0.175 -5.467
30.908 -0.000 -4.909
30.933 0.245 -4.252
30.958 0.280 -3.548
30.983 0.455 -2.746
31.008 0.420 -1.871
31.033 0.560 -1.021
31.058 0.595 -0.121
31.083 0.560 0.826
31.108 0.490 1.798
31.133 0.385 2.770
31.158 0.385 3.669
31.183 0.210 4.593
31.208 0.175 5.540
31.233 -0.000 6.318
31.258 -0.140 7.217
31.283 -0.280 8.019
31.308 -0.420 8.699
31.333 -0.490 9.283
31.358 -0.700 9.793
31.383 -0.805 10.206
31.408 -0.910 10.570
31.433 -1.085 10.789
31.458 -1.190 11.008
31.483 -1.330 11.032
31.508 -1.295 10.862
31.533 -1.365 10.765
31.558 -1.505 10.522
31.583 -1.505 10.182
31.608 -1.505 9.720
31.633 -1.470 9.112
31.658 -1.470 8.505
31.683 -1.435 7.727
31.708 -1.400 6.925
31.733 -1.260 6.051
31.758 -1.260 5.200
31.783 -1.225 4.277
31.808 -1.155 3.353
31.833 -1.155 2.333
31.858 -1.015 1.312
31.883 -0.910 0.364
31.908 -1.015 -0.656
31.933 -0.980 -1.555
31.958 -1.050 -2.454
31.983 -0.875 -3.329
32.008 -0.945 -4.058
32.033 -0.945 -4.811
32.058 -1.015 -5.419
32.083 -1.050 -6.026
32.108 -1.190 -6.488
32.133 -1.295 -6.877
32.158 -1.365 -7.144
32.183 -1.505 -7.339
32.208 -1.645 -7.411
32.233 -1.785 -7.411
32.258 -1.925 -7.290
32.283 -2.065 -7.071
32.308 -2.345 -6.731
32.333 -2.555 -6.318
32.358 -2.765 -5.783
32.383 -3.010 -5.249
32.408 -3.220 -4.593
32.433 -3.395 -3.839
32.458 -3.535 -3.037
32.483 -3.605 -2.308
32.508 -3.745 -1.409
32.533 -3.955 -0.510
32.558 -3.990 0.437
32.583 -3.990 1.409
32.608 -4.130 2.333
32.633 -4.095 3.280
32.658 -4.095 4.204
32.683 -4.095 5.030
32.708 -4.025 5.881
32.733 -3.850 6.634
32.758 -3.675 7.339
32.783 -3.535 7.995
32.808 -3.220 8.554
32.833 -3.045 9.064
32.858 -2.765 9.526
32.883 -2.310 9.769
32.908 -1.960 10.085
32.933 -1.575 10.133
32.958 -1.225 10.133
32.983 -0.700 10.060
33.008 -0.385 9.939
33.033 -0.000 9.671
33.058 0.385 9.355
33.083 0.840 8.894
33.108 1.190 8.408
33.133 1.645 7.849
33.158 1.925 7.193
33.183 2.380 6.464
33.208 2.625 5.856
33.233 2.835 5.054
33.258 3.045 4.277
33.283 3.150 3.426
33.308 3.255 2.600
33.333 3.290 1.774
33.358 3.360 0.972
33.383 3.395 0.121
33.408 3.185 -0.656
33.433 3.045 -1.312
33.458 2.660 -1.993
33.483 2.450 -2.673
33.508 2.205 -3.256
33.533 1.820 -3.791
33.558 1.330 -4.252
33.583 0.735 -4.593
33.608 0.245 -4.860
33.633 -0.175 -5.200
33.658 -0.875 -5.249
33.683 -1.330 -5.322
33.708 -1.925 -5.346
33.733 -2.590 -5.273
33.758 -3.220 -5.103
33.783 -3.710 -4.884
33.808 -4.235 -4.568
33.833 -4.725 -4.204
33.858 -5.355 -3.718
33.883 -5.740 -3.305
33.908 -6.230 -2.697
33.933 -6.615 -2.114
33.958 -7.105 -1.458
33.983 -7.280 -0.850
34.008 -7.525 -0.146
34.033 -7.665 0.462
34.058 -7.735 1.142
34.083 -7.700 1.798
34.108 -7.700 2.430
34.133 -7.595 3.135
34.158 -7.350 3.742
34.183 -7.105 4.350
34.208 -6.825 4.860
34.233 -6.405 5.249
34.258 -5.950 5.710
34.283 -5.460 6.099
34.308 -4.865 6.415
34.333 -4.200 6.658
34.358 -3.640 6.901
34.383 -2.765 6.901
34.408 -2.205 7.023
34.433 -1.400 7.023
34.458 -0.630 6.974
34.483 0.175 6.828
34.508 0.840 6.707
34.533 1.680 6.415
34.558 2.345 6.221
34.583 3.150 5.929
34.608 3.815 5.589
34.633 4.375 5.224
34.658 4.865 4.763
34.683 5.285 4.398
34.708 5.775 3.912
34.733 6.090 3.523
34.758 6.230 3.037
34.783 6.475 2.551
34.808 6.580 2.138
34.833 6.440 1.677
34.858 6.265 1.264
34.883 6.125 0.850
34.908 5.810 0.486
34.933 5.390 0.097
34.958 4.935 -0.194
34.983 4.375 -0.486
35.008 3.675 -0.729
35.033 2.975 -0.948
35.058 2.205 -1.069
35.083 1.575 -1.288
35.108 0.735 -1.337
35.133 -0.070 -1.434
35.158 -1.015 -1.458
35.183 -1.820 -1.482
35.208 -2.730 -1.385
35.233 -3.605 -1.361
35.258 -4.410 -1.215
35.283 -5.180 -1.069
35.308 -5.985 -0.826
35.333 -6.580 -0.656
35.358 -7.245 -0.486
35.383 -7.840 -0.219
35.408 -8.260 -0.024
35.433 -8.785 0.243
35.458 -9.135 0.486
35.483 -9.415 0.778
35.508 -9.555 0.972
35.533 -9.625 1.166
35.558 -9.625 1.337
35.583 -9.590 1.555
35.608 -9.555 1.847
35.633 -9.135 2.017
35.658 -8.855 2.138
35.683 -8.435 2.260
35.708 -7.945 2.333
35.733 -7.315 2.406
35.758 -6.615 2.527
35.783 -5.950 2.551
35.808 -5.145 2.576
35.833 -4.305 2.576
35.858 -3.500 2.551
35.883 -2.520 2.576
35.908 -1.645 2.503
35.933 -0.665 2.430
35.958 0.210 2.430
35.983 1.015 2.454
36.008 1.785 2.430
36.033 2.765 2.308
36.058 3.605 2.308
36.083 4.340 2.308
36.108 5.005 2.187
36.133 5.635 2.163
36.158 6.195 2.187
36.183 6.650 2.163
36.208 6.860 2.163
36.233 7.210 2.114
36.258 7.385 2.163
36.283 7.420 2.211
36.308 7.420 2.284
36.333 7.210 2.357
36.358 7.000 2.430
36.383 6.685 2.430
36.408 6.265 2.527
36.433 5.775 2.624
36.458 5.040 2.746
36.483 4.375 2.843
36.508 3.745 2.867
36.533 2.940 2.989
36.558 2.030 3.086
36.583 1.120 3.159
36.608 0.280 3.183
36.633 -0.595 3.232
36.658 -1.645 3.280
36.683 -2.485 3.329
36.708 -3.290 3.353
36.733 -4.095 3.280
36.758 -4.865 3.232
36.783 -5.705 3.159
36.808 -6.370 3.086
36.833 -7.070 2.989
36.858 -7.630 2.819
36.883 -8.120 2.624
36.908 -8.575 2.527
36.933 -8.855 2.260
36.958 -9.100 2.090
36.983 -9.310 1.774
37.008 -9.415 1.531
37.033 -9.450 1.239
37.058 -9.380 0.899
37.083 -9.170 0.680
37.108 -8.890 0.340
37.133 -8.540 -0.073
37.158 -8.155 -0.316
37.183 -7.630 -0.607
37.208 -7.105 -0.899
37.233 -6.580 -1.142
37.258 -5.740 -1.482
37.283 -5.110 -1.677
37.308 -4.445 -1.823
37.333 -3.570 -1.944
37.358 -2.835 -1.993
37.383 -1.925 -2.138
37.408 -1.120 -2.090
37.433 -0.280 -2.114
37.458 0.455 -1.993
37.483 1.295 -1.871
37.508 1.960 -1.774
37.533 2.730 -1.507
37.558 3.220 -1.239
37.583 3.920 -0.972
37.608 4.410 -0.632
37.633 4.865 -0.243
37.658 5.215 0.219
37.683 5.635 0.632
37.708 5.845 1.093
37.733 5.845 1.555
37.758 6.055 2.114
37.783 5.950 2.576
37.808 5.880 3.086
37.833 5.775 3.548
37.858 5.495 4.058
37.883 5.005 4.568
37.908 4.550 5.054
37.933 4.165 5.443
37.958 3.535 5.856
37.983 2.870 6.221
38.008 2.275 6.585
38.033 1.610 6.901
38.058 0.910 7.168
38.083 0.210 7.339
38.108 -0.560 7.436
38.133 -1.295 7.533
38.158 -2.030 7.533
38.183 -2.590 7.460
38.208 -3.255 7.339
38.233 -3.920 7.168
38.258 -4.550 6.828
38.283 -4.970 6.561
38.308 -5.460 6.099
38.333 -5.915 5.613
38.358 -6.300 5.224
38.383 -6.545 4.568
38.408 -6.860 3.985
38.433 -7.000 3.353
38.458 -7.105 2.722
38.483 -7.175 1.993
38.508 -7.210 1.288
38.533 -7.000 0.559
38.558 -6.895 -0.097
38.583 -6.685 -0.826
38.608 -6.510 -1.507
38.633 -6.195 -2.260
38.658 -5.845 -2.843
38.683 -5.495 -3.378
38.708 -5.110 -3.888
38.733 -4.550 -4.374
38.758 -4.165 -4.763
38.783 -3.605 -5.127
38.808 -3.220 -5.297
38.833 -2.625 -5.516
38.858 -2.065 -5.613
38.883 -1.470 -5.662
38.908 -1.015 -5.565
38.933 -0.595 -5.370
38.958 -0.210 -5.200
38.983 0.315 -4.884
39.008 0.735 -4.447
39.033 1.155 -4.058
39.058 1.470 -3.475
39.083 1.750 -2.989
39.108 1.995 -2.308
39.133 2.240 -1.628
39.158 2.380 -0.875
39.183 2.485 -0.024
39.208 2.590 0.826
39.233 2.555 1.604
39.258 2.485 2.430
39.283 2.590 3.232
39.308 2.415 4.010
39.333 2.310 4.909
39.358 2.030 5.735
39.383 1.820 6.464
39.408 1.645 7.120
39.433 1.225 7.727
39.458 0.980 8.311
39.483 0.630 8.845
39.508 0.245 9.283
39.533 -0.070 9.671
39.558 -0.420 9.890
39.583 -0.770 10.133
39.608 -1.155 10.206
39.633 -1.330 10.157
39.658 -1.680 10.060
39.683 -2.100 9.890
39.708 -2.275 9.647
39.733 -2.450 9.258
39.758 -2.730 8.724
39.783 -2.835 8.140
39.808 -3.080 7.509
39.833 -3.045 6.804
39.858 -3.185 6.075
39.883 -3.290 5.249
39.908 -3.395 4.374
39.933 -3.360 3.499
39.958 -3.290 2.576
39.983 -3.290 1.579
40.008 -3.290 0.680
40.033 -3.150 -0.292
40.058 -3.150 -1.118
40.083 -3.080 -1.993
40.108 -2.940 -2.770
40.133 -2.800 -3.621
40.158 -2.695 -4.325
40.183 -2.520 -5.006
40.208 -2.450 -5.638
40.233 -2.345 -6.051
40.258 -2.170 -6.512
40.283 -2.100 -6.877
40.308 -2.030 -7.047
40.333 -2.030 -7.144
40.358 -1.820 -7.168
40.383 -1.750 -7.096
40.408 -1.715 -6.901
40.433 -1.715 -6.707
40.458 -1.680 -6.342
40.483 -1.505 -5.954
40.508 -1.470 -5.443
40.533 -1.470 -4.787
40.558 -1.505 -4.082
40.583 -1.505 -3.353
40.608 -1.575 -2.551
40.633 -1.680 -1.628
40.658 -1.715 -0.753
40.683 -1.715 0.073
40.708 -1.680 1.045
40.733 -1.785 2.114
40.758 -1.820 2.965
40.783 -1.925 3.937
40.808 -1.890 4.860
40.833 -1.960 5.735
40.858 -1.995 6.488
40.883 -1.925 7.339
40.908 -1.855 8.043
40.933 -1.925 8.627
40.958 -1.785 9.210
40.983 -1.715 9.696
41.008 -1.575 10.060
41.033 -1.505 10.303
41.058 -1.400 10.449
41.083 -1.295 10.595
41.108 -1.085 10.546
41.133 -0.910 10.449
41.158 -0.700 10.182
41.183 -0.525 9.890
41.208 -0.455 9.574
41.233 -0.210 9.015
41.258 -0.070 8.481
41.283 0.315 7.825
41.308 0.490 7.120
41.333 0.595 6.367
41.358 0.700 5.540
41.383 0.805 4.763
41.408 0.945 3.839
41.433 0.980 2.965
41.458 1.155 2.017
41.483 1.155 1.142
41.508 1.260 0.243
41.533 1.190 -0.632
41.558 1.015 -1.482
41.583 0.840 -2.211
41.608 0.700 -2.965
41.633 0.525 -3.596
41.658 0.385 -4.301
41.683 0.210 -4.811
41.708 -0.105 -5.346
41.733 -0.455 -5.662
41.758 -0.910 -5.978
41.783 -1.225 -6.196
41.808 -1.470 -6.367
41.833 -1.855 -6.342
41.858 -2.275 -6.342
41.883 -2.625 -6.172
41.908 -3.010 -5.929
41.933 -3.325 -5.638
41.958 -3.640 -5.273
41.983 -3.990 -4.714
42.008 -4.340 -4.155
42.033 -4.620 -3.621
42.058 -4.970 -2.989
42.083 -5.180 -2.260
42.108 -5.390 -1.579
42.133 -5.600 -0.778
42.158 -5.705 -0.024
42.183 -5.775 0.850
42.208 -5.845 1.604
42.233 -5.915 2.430
42.258 -5.810 3.183
42.283 -5.740 3.961
42.308 -5.635 4.666
42.333 -5.355 5.419
42.358 -5.145 5.929
42.383 -4.900 6.537
42.408 -4.550 7.096
42.433 -4.095 7.484
42.458 -3.640 7.825
42.483 -3.255 8.238
42.508 -2.765 8.481
42.533 -2.170 8.578
42.558 -1.610 8.602
42.583 -0.980 8.627
42.608 -0.280 8.554
42.633 0.210 8.335
42.658 0.840 8.043
42.683 1.365 7.776
42.708 1.820 7.411
42.733 2.310 7.047
42.758 2.905 6.585
42.783 3.360 6.075
42.808 3.850 5.467
42.833 4.130 4.836
42.858 4.375 4.301
42.883 4.690 3.645
42.908 4.760 3.037
42.933 4.900 2.381
42.958 4.865 1.725
42.983 4.830 1.142
43.008 4.585 0.486
43.033 4.375 0.000
43.058 4.165 -0.632
43.083 3.780 -1.142
43.108 3.360 -1.652
43.133 3.045 -2.065
43.158 2.415 -2.454
43.183 1.750 -2.673
43.208 1.190 -2.965
43.233 0.455 -3.135
43.258 -0.105 -3.329
43.283 -0.770 -3.378
43.308 -1.505 -3.475
43.333 -2.240 -3.475
43.358 -2.975 -3.329
43.383 -3.745 -3.110
43.408 -4.445 -2.940
43.433 -5.110 -2.722
43.458 -5.670 -2.503
43.483 -6.230 -2.163
43.508 -6.720 -1.774
43.533 -7.210 -1.385
43.558 -7.595 -0.996
43.605 -8.155 -0.243
43.630 -8.470 0.364
43.655 -8.645 0.826
43.680 -8.680 1.312
43.705 -8.680 1.725
43.730 -8.610 2.163
43.755 -8.470 2.551
43.780 -8.190 2.940
43.805 -7.735 3.280
43.830 -7.385 3.621
43.855 -6.930 3.864
43.880 -6.405 4.155
43.905 -5.705 4.398
43.930 -4.970 4.544
43.955 -4.340 4.641
43.980 -3.710 4.787
44.005 -2.870 4.811
44.030 -2.065 4.860
44.055 -1.190 4.836
44.080 -0.280 4.787
44.105 0.350 4.739
44.130 1.330 4.617
44.155 2.065 4.495
44.180 2.835 4.301
44.205 3.640 4.180
44.230 4.340 3.937
44.255 4.900 3.839
44.280 5.425 3.621
44.305 5.845 3.402
44.330 6.370 3.062
44.355 6.510 2.916
44.380 6.790 2.673
44.405 6.930 2.479
44.430 6.895 2.284
44.455 6.860 2.041
44.480 6.685 1.774
44.505 6.335 1.677
44.530 6.020 1.555
44.555 5.600 1.361
44.580 5.110 1.215
44.605 4.445 1.118
44.630 3.955 0.996
44.655 3.185 0.948
44.680 2.380 0.899
44.705 1.435 0.948
44.730 0.665 0.875
44.755 -0.210 0.826
44.780 -1.190 0.826
44.805 -1.960 0.899
44.830 -2.905 0.948
44.855 -3.780 1.021
44.880 -4.550 1.069
44.905 -5.390 1.093
44.930 -6.090 1.118
44.955 -6.825 1.191
44.980 -7.350 1.142
45.005 -8.015 1.215
45.030 -8.540 1.239
45.055 -8.820 1.264
45.080 -9.170 1.312
45.105 -9.415 1.361
45.130 -9.625 1.312
45.155 -9.625 1.264
45.180 -9.520 1.239
45.205 -9.555 1.191
45.230 -9.170 1.118
45.255 -8.995 1.045
45.280 -8.505 0.899
45.305 -8.120 0.875
45.330 -7.560 0.826
45.355 -6.930 0.729
45.380 -6.405 0.656
45.405 -5.565 0.559
45.430 -4.830 0.437
45.455 -4.095 0.389
45.480 -3.185 0.340
45.505 -2.415 0.267
45.530 -1.540 0.243
45.555 -0.700 0.243
45.580 0.105 0.292
45.605 0.980 0.340
45.630 1.890 0.364
45.655 2.590 0.413
45.680 3.360 0.607
45.705 3.955 0.705
45.730 4.690 0.729
45.755 5.215 1.021
45.780 5.635 1.191
45.805 6.055 1.385
45.830 6.335 1.579
45.855 6.580 1.895
45.880 6.615 2.114
45.905 6.650 2.406
45.930 6.650 2.624
45.955 6.440 2.892
45.980 6.265 3.183
46.005 5.845 3.451
46.030 5.460 3.694
46.055 5.075 3.937
46.080 4.410 4.228
46.105 3.850 4.447
46.130 3.115 4.714
46.155 2.415 4.836
46.180 1.680 5.030
46.205 0.805 5.200
46.230 -0.035 5.297
46.255 -0.735 5.297
46.280 -1.575 5.346
46.305 -2.380 5.322
46.330 -3.185 5.273
46.355 -3.990 5.176
46.380 -4.620 5.006
46.405 -5.250 4.860
46.430 -5.880 4.666
46.455 -6.510 4.398
46.480 -7.035 4.034
46.505 -7.350 3.694
46.530 -7.735 3.305
46.555 -7.945 2.819
46.580 -8.120 2.406
46.605 -8.260 2.065
46.630 -8.435 1.507
46.655 -8.260 0.948
46.680 -8.120 0.462
46.705 -8.015 -0.024
46.730 -7.770 -0.559
46.755 -7.525 -0.948
46.780 -7.035 -1.507
46.805 -6.580 -1.895
46.830 -6.160 -2.333
46.855 -5.775 -2.649
46.880 -5.145 -2.940
46.905 -4.620 -3.208
46.930 -3.885 -3.426
46.955 -3.220 -3.669
46.980 -2.695 -3.718
47.005 -1.960 -3.766
47.030 -1.225 -3.839
47.055 -0.560 -3.718
47.080 0.210 -3.596
47.105 0.735 -3.353
47.130 1.225 -3.086
47.155 1.855 -2.770
47.180 2.415 -2.406
47.205 2.870 -1.993
47.230 3.290 -1.482
47.255 3.745 -1.045
47.280 3.920 -0.389
47.305 4.165 0.194
47.330 4.235 0.802
47.355 4.235 1.458
47.380 4.305 2.138
47.405 4.375 2.843
47.430 4.165 3.499
47.455 3.955 4.180
47.480 3.605 4.836
47.505 3.465 5.370
47.530 3.080 6.002
47.555 2.765 6.488
47.580 2.240 7.047
47.605 1.820 7.460
47.630 1.400 7.825
47.655 0.875 8.189
47.680 0.315 8.529
47.705 -0.175 8.699
47.730 -0.770 8.821
47.755 -1.260 8.870
47.780 -1.820 8.772
47.805 -2.205 8.651
47.830 -2.660 8.408
47.855 -3.080 8.092
47.880 -3.535 7.752
47.905 -3.990 7.387
47.930 -4.270 6.925
47.955 -4.550 6.318
47.980 -4.725 5.638
48.005 -5.040 5.006
48.030 -5.075 4.228
48.055 -5.180 3.451
48.080 -5.250 2.673
48.105 -5.250 1.871
48.130 -5.390 1.093
48.155 -5.180 0.267
48.180 -5.145 -0.486
48.205 -4.830 -1.312
48.230 -4.865 -2.090
48.255 -4.655 -2.746
48.280 -4.270 -3.451
48.305 -4.130 -4.107
48.330 -3.745 -4.617
48.355 -3.535 -5.127
48.380 -3.150 -5.565
48.405 -2.905 -5.905
48.430 -2.625 -6.124
48.455 -2.310 -6.269
48.480 -1.995 -6.367
48.505 -1.715 -6.318
48.530 -1.365 -6.269
48.555 -1.120 -6.002
48.580 -0.805 -5.710
48.605 -0.595 -5.370
48.630 -0.350 -4.957
48.655 -0.140 -4.447
48.680 -0.000 -3.839
48.705 0.105 -3.183
48.730 0.280 -2.503
48.755 0.315 -1.677
48.780 0.490 -0.899
48.805 0.420 -0.049
48.830 0.420 0.850
48.855 0.490 1.725
48.880 0.455 2.576
48.905 0.385 3.475
48.930 0.385 4.301
48.955 0.280 5.176
48.980 0.140 5.978
49.005 -0.035 6.755
49.030 -0.245 7.484
49.055 -0.350 8.189
49.080 -0.490 8.699
49.105 -0.560 9.185
49.130 -0.665 9.623
49.155 -0.875 9.987
49.180 -0.875 10.206
49.205 -1.120 10.400
49.230 -1.225 10.449
49.255 -1.295 10.303
49.280 -1.260 10.157
49.305 -1.260 9.890
49.330 -1.470 9.623
49.355 -1.435 9.137
49.380 -1.610 8.699
49.405 -1.540 8.116
49.430 -1.470 7.484
49.455 -1.400 6.682
49.480 -1.505 5.929
49.505 -1.260 5.079
49.530 -1.260 4.228
49.555 -1.225 3.329
49.580 -1.190 2.430
49.605 -1.155 1.482
49.630 -1.190 0.583
49.655 -1.050 -0.316
49.680 -1.050 -1.191
49.705 -1.085 -2.065
49.730 -1.120 -2.843
49.755 -1.190 -3.548
49.780 -1.295 -4.155
49.805 -1.260 -4.860
49.830 -1.365 -5.346
49.855 -1.400 -5.832
49.880 -1.575 -6.172
49.905 -1.505 -6.415
49.930 -1.610 -6.707
49.955 -1.820 -6.707
49.980 -2.065 -6.707
50.005 -2.030 -6.682
50.030 -2.275 -6.488
50.055 -2.415 -6.196
50.080 -2.590 -5.832
50.105 -2.730 -5.346
50.130 -2.940 -4.860
50.155 -3.080 -4.301
50.180 -3.115 -3.621
50.205 -3.290 -2.940
50.230 -3.500 -2.090
50.255 -3.605 -1.288
50.280 -3.640 -0.462
50.305 -3.675 0.364
50.330 -3.710 1.215
50.355 -3.780 2.211
50.380 -3.815 3.062
50.405 -3.710 3.864
50.430 -3.815 4.666
50.455 -3.710 5.516
50.480 -3.605 6.245
50.505 -3.500 6.901
50.530 -3.290 7.557
50.555 -3.045 8.092
50.580 -2.800 8.529
50.605 -2.450 8.845
50.630 -2.135 9.161
50.655 -1.890 9.453
50.680 -1.680 9.720
50.705 -1.330 9.696
50.730 -0.945 9.671
50.755 -0.490 9.550
50.780 -0.105 9.307
50.805 0.350 8.991
50.830 0.630 8.675
50.855 1.120 8.092
50.880 1.400 7.630
50.905 1.645 7.047
50.930 1.855 6.415
50.955 2.345 5.686
50.980 2.415 5.030
51.005 2.555 4.350
51.030 2.800 3.548
51.055 2.940 2.746
51.080 2.940 2.017
51.105 2.905 1.191
51.130 2.800 0.510
51.155 2.590 -0.267
51.180 2.415 -0.996
51.205 2.310 -1.677
51.230 1.925 -2.236
51.255 1.610 -2.794
51.280 1.365 -3.305
51.305 0.875 -3.718
51.330 0.525 -4.107
51.355 0.035 -4.447
51.380 -0.420 -4.714
51.405 -0.945 -4.860
51.430 -1.435 -4.957
51.455 -1.925 -4.981
51.480 -2.485 -4.909
51.505 -2.975 -4.763
51.530 -3.535 -4.495
51.555 -4.130 -4.228
51.580 -4.480 -3.937
51.605 -5.040 -3.548
51.630 -5.460 -3.135
51.655 -5.810 -2.600
51.680 -6.230 -2.041
51.705 -6.510 -1.507
51.730 -6.825 -0.899
51.755 -6.895 -0.316
51.780 -7.105 0.316
51.805 -7.140 0.923
51.830 -7.210 1.604
51.855 -7.175 2.284
51.880 -7.140 2.940
51.905 -7.000 3.499
51.930 -6.650 3.985
51.955 -6.475 4.520
51.980 -6.125 4.981
52.005 -5.600 5.395
52.030 -5.075 5.759
52.055 -4.585 6.002
52.080 -4.095 6.367
52.105 -3.500 6.537
52.130 -2.905 6.755
52.155 -2.135 6.755
52.180 -1.435 6.828
52.205 -0.770 6.780
52.230 -0.140 6.755
52.255 0.630 6.561
52.280 1.330 6.367
52.305 1.995 6.124
52.330 2.625 5.929
52.355 3.290 5.565
52.380 3.815 5.176
52.405 4.305 4.884
52.430 4.690 4.544
52.455 5.110 4.082
52.480 5.425 3.645
52.505 5.600 3.208
52.530 5.600 2.867
52.555 5.915 2.308
52.580 5.740 1.944
52.605 5.705 1.458
52.630 5.460 1.142
52.655 5.250 0.680
52.680 4.795 0.316
52.705 4.375 0.049
52.730 3.815 -0.194
52.755 3.395 -0.510
52.780 2.695 -0.729
52.805 2.135 -0.972
52.830 1.365 -1.118
52.855 0.560 -1.264
52.880 -0.210 -1.264
52.905 -1.015 -1.361
52.930 -1.785 -1.337
52.955 -2.590 -1.337
52.980 -3.395 -1.288
53.005 -4.060 -1.215
53.030 -4.865 -0.996
53.055 -5.530 -0.899
53.080 -6.090 -0.753
53.105 -6.755 -0.559
53.130 -7.280 -0.364
53.155 -7.840 -0.146
53.180 -8.155 0.073
53.205 -8.610 0.340
53.230 -8.750 0.486
