Pendel 1 in Ruhe
Pendel 2 ausgelenkt
80.155 2.590 0.559
80.180 1.995 0.437
80.205 1.225 0.364
80.230 0.455 0.389
80.255 -0.175 0.267
80.280 -0.840 0.146
80.305 -1.645 0.170
80.330 -2.345 0.170
80.355 -3.115 0.121
80.380 -3.745 0.170
80.405 -4.340 0.243
80.430 -5.250 0.389
80.455 -5.810 0.389
80.480 -6.405 0.510
80.505 -6.860 0.583
80.530 -7.280 0.583
80.555 -7.700 0.705
80.580 -8.015 0.778
80.605 -8.190 0.899
80.630 -8.400 0.972
80.655 -8.435 0.972
80.680 -8.435 0.996
80.705 -8.470 1.191
80.730 -8.400 1.215
80.755 -7.980 1.191
80.780 -7.910 1.361
80.805 -7.595 1.337
80.830 -7.210 1.385
80.855 -6.650 1.385
80.880 -6.195 1.458
80.905 -5.460 1.385
80.930 -4.725 1.337
80.955 -4.095 1.264
80.980 -3.535 1.434
81.005 -2.730 1.361
81.030 -1.960 1.337
81.055 -1.155 1.385
81.080 -0.455 1.434
81.105 0.420 1.385
81.130 0.945 1.434
81.155 1.785 1.482
81.180 2.380 1.555
81.205 3.115 1.604
81.230 3.500 1.774
81.255 4.095 1.847
81.280 4.620 1.871
81.305 4.970 1.871
81.330 5.215 2.138
81.355 5.565 2.163
81.380 5.705 2.284
81.405 5.705 2.503
81.430 5.705 2.697
81.455 5.705 2.722
81.480 5.530 2.867
81.505 5.250 3.086
81.530 4.900 3.232
81.555 4.480 3.353
81.580 3.990 3.548
81.605 3.430 3.645
81.630 2.905 3.766
81.655 2.345 3.839
81.680 1.645 3.839
81.705 0.910 3.961
81.730 0.315 4.010
81.755 -0.455 4.082
81.780 -1.120 4.034
81.805 -1.925 4.010
81.830 -2.730 4.010
81.855 -3.395 3.937
81.880 -4.060 3.912
81.905 -4.620 3.694
81.930 -5.355 3.596
81.955 -5.600 3.353
81.980 -6.230 3.183
82.005 -6.580 2.843
82.030 -7.070 2.722
82.055 -7.315 2.454
82.080 -7.455 2.090
82.105 -7.630 1.725
82.130 -7.875 1.434
82.155 -7.945 1.118
82.180 -7.840 0.778
82.205 -7.665 0.437
82.230 -7.525 0.073
82.255 -7.280 -0.292
82.280 -6.930 -0.535
82.305 -6.685 -0.802
82.330 -6.160 -1.166
82.355 -5.810 -1.361
82.380 -5.285 -1.652
82.405 -4.655 -1.895
82.430 -4.305 -1.920
82.455 -3.570 -2.041
82.480 -2.975 -2.236
82.505 -2.415 -2.260
82.530 -1.855 -2.236
82.555 -1.085 -2.211
82.580 -0.595 -2.041
82.605 0.140 -1.968
82.630 0.630 -1.701
82.655 1.295 -1.579
82.680 1.820 -1.288
82.705 2.380 -1.021
82.730 2.625 -0.607
82.755 3.045 -0.194
82.780 3.290 0.243
82.805 3.500 0.680
82.830 3.780 1.215
82.855 3.815 1.725
82.880 3.990 2.114
82.905 4.060 2.551
82.930 3.920 3.159
82.955 3.885 3.669
82.980 3.640 4.155
83.005 3.500 4.544
83.030 3.325 5.006
83.055 2.905 5.370
83.080 2.485 5.808
83.105 1.960 6.196
83.130 1.680 6.464
83.155 1.120 6.780
83.180 0.595 6.998
83.205 0.105 7.144
83.230 -0.350 7.241
83.255 -1.050 7.339
83.280 -1.400 7.241
83.305 -1.855 7.120
83.330 -2.310 7.023
83.355 -2.870 6.828
83.380 -3.255 6.585
83.405 -3.675 6.269
83.430 -4.095 5.881
83.455 -4.305 5.443
83.480 -4.760 5.079
83.505 -5.040 4.520
83.530 -5.250 3.985
83.555 -5.355 3.353
83.580 -5.425 2.722
83.605 -5.600 2.114
83.630 -5.670 1.531
83.655 -5.530 0.802
83.680 -5.530 0.243
83.705 -5.320 -0.510
83.730 -5.215 -1.191
83.755 -5.215 -1.677
83.780 -4.795 -2.236
83.805 -4.620 -2.673
83.830 -4.340 -3.208
83.855 -4.060 -3.645
83.880 -3.850 -4.010
83.905 -3.535 -4.228
83.930 -3.045 -4.544
83.955 -2.660 -4.787
83.980 -2.555 -4.714
84.005 -2.240 -4.739
84.030 -1.855 -4.666
84.055 -1.470 -4.593
84.080 -1.190 -4.325
84.105 -0.665 -4.180
84.130 -0.420 -3.888
84.155 -0.245 -3.402
84.180 -0.035 -2.965
84.205 0.385 -2.576
84.230 0.490 -1.895
84.255 0.560 -1.264
84.280 0.735 -0.607
84.305 0.945 -0.024
84.330 1.015 0.680
84.355 0.980 1.458
84.380 0.875 2.187
84.405 0.875 2.940
84.430 0.945 3.669
84.455 0.980 4.325
84.480 0.700 5.054
84.505 0.665 5.710
84.530 0.630 6.269
84.555 0.315 6.877
84.580 0.280 7.387
84.605 0.035 7.897
84.630 0.105 8.189
84.655 -0.350 8.505
84.680 -0.455 8.724
84.705 -0.770 8.967
84.730 -0.875 8.967
84.755 -1.050 9.015
84.780 -1.120 8.967
84.805 -1.225 8.699
84.830 -1.505 8.554
84.855 -1.680 8.262
84.880 -1.750 7.873
84.905 -1.785 7.363
84.930 -1.925 6.853
84.955 -2.100 6.391
84.980 -2.135 5.710
85.005 -2.065 4.933
85.030 -2.170 4.350
85.055 -2.030 3.572
85.080 -2.240 2.867
85.105 -2.135 2.017
85.130 -2.135 1.191
85.155 -2.100 0.389
85.180 -2.205 -0.267
85.205 -2.100 -1.069
85.230 -2.170 -1.725
85.255 -2.170 -2.406
85.280 -2.065 -3.110
85.305 -1.995 -3.669
85.330 -1.995 -4.180
85.355 -2.030 -4.568
85.380 -2.100 -4.933
85.405 -1.960 -5.273
85.430 -1.960 -5.443
85.455 -2.065 -5.540
85.480 -2.135 -5.613
85.505 -2.030 -5.638
85.530 -2.100 -5.540
85.555 -2.205 -5.297
85.580 -2.240 -5.079
85.605 -2.310 -4.714
85.630 -2.345 -4.325
85.655 -2.380 -3.864
85.680 -2.275 -3.329
85.705 -2.275 -2.794
85.730 -2.450 -2.114
85.755 -2.450 -1.409
85.780 -2.625 -0.559
85.805 -2.520 0.073
85.830 -2.555 0.778
85.855 -2.695 1.677
85.880 -2.625 2.454
85.905 -2.450 3.110
85.930 -2.555 3.912
85.955 -2.555 4.690
85.980 -2.345 5.297
86.005 -2.345 5.905
86.030 -2.240 6.610
86.055 -2.065 7.120
86.080 -2.065 7.606
86.105 -1.820 7.897
86.130 -1.645 8.213
86.155 -1.470 8.481
86.180 -1.435 8.797
86.205 -1.120 8.845
86.230 -0.910 8.821
86.255 -0.735 8.772
86.280 -0.420 8.627
86.305 -0.210 8.432
86.330 -0.105 8.286
86.355 0.070 7.873
86.380 0.350 7.411
86.405 0.525 7.023
86.430 0.770 6.439
86.455 0.910 5.905
86.480 0.980 5.346
86.505 1.155 4.617
86.530 1.330 3.888
86.555 1.295 3.232
86.580 1.225 2.551
86.605 1.225 1.871
86.630 1.295 1.045
86.655 1.225 0.340
86.680 1.120 -0.267
86.705 1.015 -0.899
86.730 0.910 -1.555
86.755 0.735 -2.065
86.780 0.280 -2.527
86.805 0.140 -3.062
86.830 -0.175 -3.426
86.855 -0.420 -3.839
86.880 -0.805 -4.155
86.905 -1.120 -4.374
86.930 -1.645 -4.495
86.955 -1.855 -4.593
86.980 -2.275 -4.495
87.005 -2.660 -4.447
87.030 -3.045 -4.277
87.055 -3.430 -4.155
87.080 -3.675 -3.961
87.105 -4.235 -3.548
87.130 -4.445 -3.208
87.155 -4.795 -2.722
87.180 -5.075 -2.308
87.205 -5.075 -1.847
87.230 -5.460 -1.191
87.255 -5.425 -0.705
87.280 -5.600 -0.049
87.305 -5.740 0.559
87.330 -5.635 1.069
87.355 -5.775 1.798
87.380 -5.670 2.406
87.405 -5.705 3.037
87.430 -5.565 3.596
87.455 -5.180 4.058
87.480 -5.040 4.593
87.505 -4.620 5.054
87.530 -4.410 5.565
87.555 -3.920 5.832
87.580 -3.430 6.075
87.605 -3.045 6.391
87.630 -2.520 6.585
87.655 -2.065 6.707
87.680 -1.575 6.828
87.705 -1.120 6.901
87.730 -0.560 6.853
87.755 0.035 6.804
87.780 0.525 6.731
87.805 0.910 6.610
87.830 1.610 6.221
87.855 1.925 6.026
87.880 2.450 5.735
87.905 2.870 5.370
87.930 3.290 4.933
87.955 3.570 4.568
87.980 3.780 4.204
88.005 3.990 3.766
88.030 4.095 3.280
88.055 4.095 2.867
88.080 4.095 2.406
88.105 4.060 1.944
88.130 3.955 1.507
88.155 3.675 1.093
88.180 3.605 0.632
88.205 3.325 0.170
88.230 2.940 -0.194
88.255 2.520 -0.559
88.280 2.065 -0.875
88.305 1.610 -1.142
88.330 1.120 -1.385
88.355 0.490 -1.555
88.380 -0.210 -1.628
88.405 -0.840 -1.677
88.430 -1.330 -1.823
88.455 -2.100 -1.871
88.480 -2.730 -1.847
88.505 -3.290 -1.774
88.530 -4.025 -1.628
88.555 -4.585 -1.531
88.580 -5.075 -1.337
88.605 -5.600 -1.191
88.630 -5.950 -1.045
88.655 -6.510 -0.680
88.680 -6.720 -0.510
88.705 -7.245 -0.121
88.730 -7.560 0.121
88.755 -7.595 0.364
88.780 -7.665 0.583
88.805 -7.910 1.021
88.830 -7.735 1.312
88.855 -7.630 1.531
88.880 -7.490 1.774
88.905 -7.245 2.065
88.930 -7.035 2.357
88.955 -6.755 2.649
88.980 -6.265 2.746
89.005 -5.985 3.013
89.030 -5.390 3.135
89.055 -4.760 3.280
89.080 -4.235 3.402
89.105 -3.500 3.426
89.130 -2.905 3.596
89.155 -2.240 3.621
89.180 -1.400 3.572
89.205 -0.875 3.718
89.230 -0.245 3.718
89.255 0.490 3.645
89.280 1.260 3.572
89.305 1.820 3.572
89.330 2.625 3.426
89.355 3.220 3.329
89.380 3.675 3.256
89.405 4.025 3.256
89.430 4.620 3.135
89.455 4.795 3.037
89.480 5.145 2.892
89.505 5.425 2.770
89.530 5.495 2.673
89.555 5.530 2.527
89.580 5.530 2.503
89.605 5.425 2.381
89.630 4.970 2.381
89.655 4.795 2.308
89.680 4.620 2.090
89.705 4.130 2.090
89.730 3.780 1.944
89.755 3.045 2.065
89.780 2.520 1.944
89.805 1.890 1.895
89.830 1.365 1.847
89.855 0.420 1.871
89.880 -0.210 1.847
89.905 -0.910 1.871
89.930 -1.680 1.798
89.955 -2.345 1.798
89.980 -2.905 1.701
90.005 -3.780 1.774
90.030 -4.375 1.677
90.055 -4.900 1.604
90.080 -5.600 1.579
90.105 -6.020 1.507
90.130 -6.615 1.482
90.155 -7.000 1.434
90.180 -7.385 1.434
90.205 -7.560 1.288
90.230 -7.770 1.239
90.255 -8.015 1.118
90.280 -8.015 1.021
90.305 -8.225 1.021
90.330 -8.260 0.899
90.355 -8.050 0.826
90.380 -7.945 0.705
90.405 -7.490 0.559
90.430 -7.000 0.340
90.455 -6.755 0.243
90.480 -6.195 0.170
90.505 -5.775 0.121
90.530 -5.320 0.121
90.555 -4.690 0.049
90.580 -4.095 -0.049
90.605 -3.395 -0.121
90.630 -2.765 -0.073
90.655 -2.065 -0.073
90.680 -1.190 -0.097
90.705 -0.630 0.024
90.730 0.105 0.049
90.755 0.735 0.170
90.780 1.470 0.194
90.805 1.960 0.486
90.830 2.520 0.632
90.855 3.080 0.705
90.880 3.430 0.996
90.905 3.815 1.239
90.930 4.340 1.385
90.955 4.410 1.750
90.980 4.760 1.895
91.005 4.795 2.236
91.030 4.935 2.503
91.055 4.970 2.697
91.080 4.690 3.062
91.105 4.690 3.378
91.130 4.445 3.645
91.155 4.270 3.888
91.180 3.955 4.131
91.205 3.395 4.325
91.230 2.905 4.617
91.255 2.485 4.739
91.280 1.890 4.981
91.305 1.400 5.103
91.330 0.700 5.200
91.355 -0.105 5.395
91.380 -0.665 5.370
91.405 -1.225 5.419
91.430 -1.785 5.322
91.455 -2.450 5.322
91.480 -2.905 5.103
91.505 -3.570 5.030
91.530 -3.955 4.714
91.555 -4.725 4.544
91.580 -5.040 4.228
91.605 -5.635 4.034
91.630 -5.915 3.596
91.655 -6.230 3.305
91.680 -6.475 2.916
91.705 -6.545 2.479
91.730 -6.650 1.968
91.755 -6.615 1.458
91.780 -6.755 0.996
91.805 -6.930 0.656
91.830 -6.720 0.146
91.855 -6.545 -0.364
91.880 -6.335 -0.729
91.905 -6.020 -1.191
91.930 -5.810 -1.579
91.956 -5.565 -1.895
91.981 -4.970 -2.308
92.006 -4.655 -2.600
92.031 -4.340 -2.770
92.056 -3.920 -2.892
92.087 -3.395 -3.086
92.112 -2.695 -3.208
92.137 -2.310 -3.208
92.162 -1.785 -3.256
92.187 -1.330 -3.062
92.212 -0.630 -3.013
92.237 -0.175 -2.819
92.262 0.140 -2.551
92.287 0.630 -2.284
92.312 1.015 -1.871
92.337 1.575 -1.555
92.362 1.785 -1.045
92.387 1.995 -0.559
92.412 2.240 -0.024
92.437 2.555 0.437
92.462 2.695 0.996
92.487 2.590 1.652
92.512 2.835 2.138
92.537 2.800 2.746
92.562 2.625 3.378
92.588 2.520 4.034
92.613 2.450 4.520
92.646 2.205 5.224
92.671 1.995 5.686
92.696 1.575 6.245
92.721 1.470 6.561
92.746 1.120 6.974
92.771 0.735 7.266
92.796 0.315 7.582
92.821 -0.105 7.800
92.846 -0.490 7.873
92.871 -0.665 7.897
92.896 -1.120 7.922
92.921 -1.330 7.776
92.946 -1.925 7.800
92.971 -2.135 7.509
92.996 -2.380 7.217
93.021 -2.730 6.853
93.046 -3.080 6.537
93.071 -3.325 6.099
93.096 -3.605 5.662
93.121 -3.640 5.030
93.146 -3.885 4.471
93.171 -4.095 3.839
93.196 -4.095 3.159
93.221 -3.990 2.381
93.246 -4.095 1.750
93.271 -3.990 1.021
93.296 -4.025 0.316
93.321 -4.095 -0.316
93.346 -4.095 -0.923
93.371 -3.990 -1.604
93.396 -3.745 -2.211
93.421 -3.500 -2.794
93.446 -3.570 -3.256
93.471 -3.220 -3.791
93.496 -3.185 -4.107
93.521 -2.940 -4.495
93.546 -2.905 -4.690
93.571 -2.555 -4.933
93.596 -2.380 -5.079
93.621 -2.170 -5.127
93.646 -1.995 -5.127
93.671 -1.715 -5.006
93.696 -1.750 -4.763
93.721 -1.400 -4.593
93.746 -1.400 -4.131
93.771 -1.295 -3.718
93.796 -1.190 -3.329
93.832 -0.980 -2.600
93.857 -0.840 -1.993
93.889 -0.735 -1.385
93.914 -0.630 -0.559
93.939 -0.525 0.170
93.964 -0.455 0.948
93.989 -0.420 1.604
94.014 -0.490 2.503
94.039 -0.350 3.135
94.064 -0.560 3.937
94.089 -0.490 4.544
94.114 -0.455 5.224
94.139 -0.490 5.832
94.164 -0.700 6.464
94.189 -0.560 7.023
94.214 -0.630 7.509
94.239 -0.840 7.922
94.264 -0.735 8.238
94.289 -0.875 8.578
94.314 -0.945 8.772
94.339 -0.805 8.845
94.364 -0.910 8.894
94.389 -0.980 8.821
94.414 -1.050 8.797
94.439 -0.875 8.529
94.464 -0.875 8.286
94.489 -0.875 7.995
94.514 -0.945 7.654
94.539 -0.840 7.096
94.564 -0.875 6.634
94.589 -0.910 6.075
94.614 -0.945 5.443
94.639 -0.875 4.739
94.664 -0.875 4.034
94.689 -0.700 3.256
94.714 -0.665 2.479
94.739 -0.665 1.750
94.764 -0.665 0.996
94.789 -0.770 0.243
94.814 -0.945 -0.364
94.846 -0.945 -1.191
94.871 -1.085 -1.871
94.896 -1.225 -2.430
94.921 -1.225 -3.013
94.946 -1.225 -3.548
94.971 -1.435 -3.912
94.996 -1.575 -4.252
95.021 -1.680 -4.544
95.046 -1.925 -4.787
95.071 -1.855 -5.054
95.096 -2.030 -5.127
95.121 -2.345 -5.054
95.146 -2.485 -4.981
95.171 -2.660 -4.836
95.196 -2.660 -4.641
95.221 -2.905 -4.374
95.246 -3.045 -4.034
95.271 -3.115 -3.645
95.296 -3.430 -3.086
95.321 -3.395 -2.624
95.346 -3.535 -1.993
95.371 -3.780 -1.337
95.396 -3.850 -0.729
95.421 -3.675 -0.121
95.446 -3.815 0.583
95.471 -3.745 1.288
95.496 -3.920 1.993
95.521 -3.920 2.722
95.551 -3.710 3.475
95.576 -3.640 4.131
95.601 -3.605 4.787
95.626 -3.360 5.370
95.651 -3.150 5.881
95.676 -3.115 6.439
95.701 -2.730 6.828
95.726 -2.380 7.193
95.751 -2.240 7.484
95.776 -1.925 7.727
95.801 -1.575 7.897
95.826 -1.260 8.019
95.851 -0.805 7.970
95.876 -0.455 7.946
95.901 -0.175 7.922
95.926 0.175 7.703
95.951 0.455 7.484
95.976 0.630 7.217
96.001 0.980 6.877
96.026 1.295 6.512
96.051 1.470 6.002
96.076 1.750 5.540
96.101 2.030 4.981
96.126 2.205 4.398
96.151 2.380 3.839
96.176 2.310 3.305
96.201 2.415 2.600
96.226 2.415 1.968
96.251 2.450 1.337
96.276 2.310 0.875
96.301 2.135 0.340
96.326 1.820 -0.219
96.351 1.715 -0.802
96.376 1.505 -1.288
96.401 1.190 -1.725
96.426 0.875 -2.163
96.451 0.490 -2.503
96.476 0.070 -2.819
96.501 -0.350 -3.037
96.526 -0.805 -3.232
96.551 -1.365 -3.256
96.576 -1.820 -3.329
96.601 -2.240 -3.451
96.626 -2.835 -3.353
96.651 -3.150 -3.280
96.676 -3.605 -3.159
96.701 -4.130 -2.940
96.726 -4.515 -2.722
96.751 -5.005 -2.333
96.776 -5.250 -2.017
96.801 -5.635 -1.677
96.826 -5.985 -1.191
96.851 -6.195 -0.826
96.876 -6.195 -0.389
96.901 -6.300 0.000
96.926 -6.510 0.510
96.951 -6.545 1.093
96.976 -6.685 1.579
97.001 -6.545 2.017
97.026 -6.440 2.527
97.051 -6.090 2.843
97.076 -5.845 3.256
97.101 -5.495 3.645
97.126 -5.250 4.058
97.151 -4.830 4.423
97.176 -4.410 4.666
97.201 -4.025 4.957
97.226 -3.430 5.103
97.251 -3.045 5.370
97.276 -2.485 5.516
97.301 -1.960 5.638
97.326 -1.330 5.613
97.351 -0.630 5.613
97.376 -0.105 5.613
97.401 0.700 5.419
97.426 1.190 5.370
97.451 1.820 5.127
97.476 2.135 5.054
97.501 2.730 4.714
97.526 3.150 4.568
97.551 3.465 4.325
97.576 3.815 4.058
97.601 4.305 3.694
97.626 4.375 3.451
97.651 4.655 3.086
97.676 4.690 2.794
97.701 4.725 2.454
97.726 4.480 2.236
97.751 4.375 1.895
97.776 4.235 1.628
97.801 3.920 1.361
97.826 3.815 1.045
97.851 3.325 0.826
97.876 2.940 0.559
97.901 2.275 0.437
97.926 1.715 0.194
97.951 1.190 0.097
97.976 0.770 -0.121
98.001 -0.070 -0.170
98.026 -0.560 -0.316
98.051 -1.190 -0.364
98.076 -1.715 -0.413
98.101 -2.555 -0.413
98.126 -3.290 -0.364
98.151 -3.885 -0.316
98.176 -4.480 -0.316
98.201 -4.970 -0.243
98.226 -5.705 -0.049
98.251 -6.125 0.000
98.276 -6.440 0.024
98.301 -6.790 0.219
98.326 -7.245 0.413
98.351 -7.455 0.535
98.376 -7.700 0.680
98.401 -7.840 0.729
98.426 -7.980 0.948
98.451 -7.945 1.093
98.476 -7.665 1.166
98.501 -7.525 1.264
98.526 -7.525 1.458
98.551 -7.280 1.555
98.576 -6.860 1.652
98.601 -6.440 1.725
98.626 -5.950 1.774
98.651 -5.495 1.895
98.676 -5.005 1.968
98.701 -4.340 2.017
98.728 -3.605 2.041
98.753 -2.905 2.065
98.778 -2.345 2.114
98.803 -1.610 2.163
98.828 -0.945 2.236
98.853 -0.105 2.163
98.878 0.595 2.138
98.903 1.085 2.284
98.928 1.715 2.308
98.953 2.310 2.333
98.978 2.940 2.308
99.003 3.290 2.406
99.028 3.850 2.454
99.053 4.165 2.479
99.078 4.620 2.430
99.103 4.865 2.527
99.128 5.110 2.527
99.153 5.145 2.649
99.178 5.215 2.722
99.203 5.180 2.697
99.228 5.180 2.722
99.253 4.900 2.794
99.278 4.655 2.843
99.303 4.340 2.965
99.328 3.990 2.892
99.353 3.465 3.037
99.378 2.940 3.062
99.403 2.450 3.135
99.428 1.680 3.256
99.453 1.085 3.305
99.478 0.455 3.280
99.503 -0.175 3.232
99.528 -0.840 3.280
99.553 -1.540 3.208
99.578 -2.135 3.135
99.603 -2.730 3.062
99.628 -3.430 3.013
99.653 -4.165 3.013
99.678 -4.620 2.819
99.703 -5.110 2.697
99.728 -5.635 2.527
99.753 -6.160 2.430
99.778 -6.580 2.260
99.803 -6.860 2.041
99.828 -7.175 1.823
99.853 -7.315 1.628
99.878 -7.525 1.458
99.903 -7.735 1.215
99.928 -7.665 0.899
99.953 -7.525 0.656
99.978 -7.385 0.389
100.003 -7.350 0.219
100.028 -6.930 -0.073
100.053 -6.720 -0.219
100.078 -6.265 -0.462
100.103 -5.915 -0.656
100.128 -5.425 -0.850
100.153 -5.005 -0.948
100.178 -4.515 -1.069
100.203 -3.885 -1.191
100.228 -3.185 -1.312
100.253 -2.555 -1.385
100.278 -2.100 -1.312
100.303 -1.505 -1.239
100.328 -0.910 -1.191
100.353 -0.210 -1.166
100.378 0.455 -1.021
100.403 0.980 -0.826
100.428 1.505 -0.656
100.453 1.925 -0.364
100.478 2.310 -0.049
100.503 2.660 0.316
100.528 3.010 0.583
100.553 3.325 0.948
100.578 3.780 1.239
100.603 3.815 1.701
100.628 3.990 1.993
100.653 3.920 2.479
100.678 3.920 2.867
100.703 4.025 3.159
100.728 3.885 3.621
100.753 3.500 4.034
100.778 3.430 4.350
100.803 3.150 4.714
100.828 2.870 5.006
100.853 2.310 5.370
100.878 1.995 5.565
100.903 1.435 5.856
100.928 1.050 5.929
100.953 0.420 6.172
100.978 -0.070 6.342
101.003 -0.630 6.318
101.028 -1.085 6.342
101.053 -1.750 6.318
101.078 -2.065 6.148
101.103 -2.590 6.075
101.128 -3.010 5.832
101.153 -3.395 5.565
101.178 -3.710 5.224
101.203 -4.305 5.030
101.228 -4.620 4.568
101.253 -4.900 4.155
101.278 -5.250 3.718
101.303 -5.425 3.232
101.328 -5.600 2.697
101.353 -5.775 2.211
101.378 -5.775 1.701
101.403 -5.705 1.166
101.428 -5.670 0.583
101.453 -5.705 0.121
101.478 -5.530 -0.437
101.503 -5.285 -1.021
101.528 -5.215 -1.458
101.553 -4.935 -1.920
101.578 -4.795 -2.308
101.603 -4.410 -2.770
101.628 -4.165 -3.110
101.653 -3.780 -3.378
101.678 -3.500 -3.523
101.703 -3.150 -3.669
101.728 -2.625 -3.864
101.753 -2.310 -3.961
101.778 -2.030 -3.791
101.803 -1.540 -3.766
101.828 -1.260 -3.645
101.853 -0.805 -3.523
101.878 -0.490 -3.280
101.903 -0.280 -2.843
101.928 -0.035 -2.454
101.953 0.350 -2.138
101.978 0.490 -1.652
102.003 0.665 -1.045
102.028 0.910 -0.510
102.053 1.155 0.049
102.078 1.190 0.632
102.103 1.225 1.264
102.128 1.400 1.847
102.153 1.260 2.576
102.178 1.225 3.232
102.203 1.295 3.815
102.228 1.190 4.447
102.253 1.155 5.006
102.278 0.910 5.686
102.303 0.700 6.099
102.328 0.735 6.512
102.353 0.385 7.071
102.378 0.350 7.339
102.403 0.210 7.606
102.428 -0.140 7.946
102.453 -0.420 8.140
102.478 -0.735 8.311
102.503 -0.805 8.262
102.528 -0.980 8.189
102.553 -1.260 8.189
102.578 -1.505 7.995
102.603 -1.575 7.679
102.628 -1.750 7.339
102.653 -2.100 7.071
102.678 -2.170 6.537
102.703 -2.450 6.172
102.728 -2.590 5.589
102.753 -2.590 4.957
102.778 -2.660 4.350
102.803 -2.800 3.766
102.828 -2.730 2.989
102.853 -2.870 2.406
102.878 -2.660 1.531
102.903 -2.800 0.923
102.928 -2.800 0.194
102.953 -2.765 -0.510
102.978 -2.835 -1.045
103.003 -2.800 -1.677
103.028 -2.835 -2.260
103.053 -2.590 -2.916
103.078 -2.590 -3.378
103.103 -2.660 -3.742
103.128 -2.520 -4.107
103.153 -2.310 -4.495
103.178 -2.310 -4.763
103.203 -2.310 -4.884
103.228 -2.240 -4.957
103.253 -2.170 -5.006
103.278 -2.030 -5.006
103.303 -2.240 -4.811
103.328 -1.995 -4.666
103.353 -1.995 -4.301
103.378 -1.925 -4.034
103.403 -2.030 -3.548
103.428 -1.925 -3.159
103.453 -1.995 -2.600
103.478 -1.925 -2.090
103.503 -1.925 -1.458
103.528 -1.925 -0.778
103.553 -1.820 -0.170
103.578 -1.890 0.583
103.603 -1.855 1.264
103.628 -1.715 1.968
103.653 -1.715 2.697
103.678 -1.715 3.402
103.703 -1.785 4.082
103.728 -1.680 4.714
103.753 -1.645 5.370
103.778 -1.540 5.905
103.803 -1.575 6.488
103.828 -1.610 7.047
103.853 -1.365 7.363
103.878 -1.190 7.703
103.903 -1.400 8.068
103.928 -1.330 8.359
103.953 -1.155 8.408
103.978 -0.945 8.554
104.003 -0.875 8.554
104.028 -0.805 8.505
104.053 -0.595 8.262
104.078 -0.315 7.970
104.103 -0.210 7.654
104.128 -0.105 7.314
104.153 -0.105 6.974
104.178 0.140 6.464
104.203 -0.000 6.075
104.228 0.210 5.419
104.253 0.140 4.957
104.278 0.420 4.204
104.303 0.455 3.499
104.328 0.315 2.892
104.353 0.245 2.236
104.378 0.245 1.555
104.403 0.455 0.850
104.428 0.280 0.219
104.453 0.070 -0.364
104.478 0.070 -0.996
104.503 0.070 -1.628
104.528 -0.070 -2.211
104.553 -0.385 -2.600
104.578 -0.420 -3.159
104.603 -0.945 -3.402
104.628 -0.945 -3.766
104.653 -1.260 -4.082
104.678 -1.540 -4.252
104.703 -1.960 -4.204
104.728 -2.170 -4.301
104.753 -2.380 -4.325
104.778 -2.765 -4.228
104.803 -3.115 -4.034
104.828 -3.255 -3.961
104.853 -3.500 -3.669
104.878 -3.885 -3.232
104.903 -3.990 -2.916
104.928 -4.165 -2.527
104.953 -4.410 -1.993
104.978 -4.515 -1.531
105.003 -4.795 -0.899
105.028 -4.690 -0.413
105.053 -4.865 0.243
105.078 -4.830 0.802
105.103 -4.970 1.507
105.128 -4.970 2.138
105.153 -4.760 2.600
105.178 -4.585 3.135
105.203 -4.515 3.742
105.228 -4.375 4.301
105.253 -4.130 4.739
105.278 -3.815 5.200
105.303 -3.605 5.589
105.328 -3.325 6.002
105.353 -2.765 6.269
105.378 -2.555 6.512
105.403 -1.960 6.755
105.428 -1.575 6.853
105.453 -1.120 6.925
105.478 -0.700 6.998
105.503 -0.350 6.950
105.528 -0.000 6.925
105.553 0.350 6.877
105.578 0.770 6.610
105.603 1.260 6.342
105.628 1.610 6.099
105.653 1.820 5.808
105.678 2.170 5.370
105.703 2.520 4.933
105.728 2.800 4.471
105.753 2.835 4.107
105.778 3.185 3.596
105.803 3.220 3.159
105.828 3.220 2.600
105.853 3.325 2.114
105.878 3.045 1.774
105.903 2.905 1.239
105.928 2.660 0.802
105.953 2.380 0.413
105.978 2.170 0.000
106.003 2.030 -0.462
106.028 1.645 -0.778
106.053 1.155 -1.118
106.078 0.840 -1.434
106.103 0.245 -1.628
106.128 -0.105 -1.920
106.153 -0.840 -1.968
106.178 -1.190 -2.138
106.203 -1.855 -2.187
106.228 -2.275 -2.211
106.253 -2.765 -2.211
106.278 -3.535 -2.041
106.303 -4.025 -1.968
106.328 -4.305 -1.944
106.353 -4.970 -1.677
106.378 -5.285 -1.482
106.403 -5.670 -1.191
106.428 -5.950 -0.972
106.453 -6.335 -0.632
106.478 -6.545 -0.316
106.503 -6.720 -0.073
106.528 -7.000 0.389
106.553 -7.175 0.753
106.578 -7.035 1.021
106.603 -6.965 1.337
106.628 -6.825 1.677
106.653 -6.685 1.968
106.678 -6.615 2.381
106.703 -6.370 2.697
106.728 -5.985 2.892
106.753 -5.460 3.062
106.778 -5.040 3.305
106.803 -4.760 3.621
106.828 -4.095 3.694
106.853 -3.570 3.888
106.878 -2.905 4.010
106.903 -2.450 4.131
106.928 -1.680 4.107
106.953 -1.050 4.155
106.978 -0.595 4.252
107.003 0.140 4.204
107.028 0.595 4.180
107.053 1.190 4.082
