2.000	2.000	48.686	41.689
3.000	3.001	46.838	41.781
4.000	4.001	47.114	42.703
5.000	5.002	48.220	42.426
6.000	6.002	47.760	41.505
7.000	7.003	47.483	41.597
8.000	8.003	47.852	40.583
9.000	9.005	48.036	40.583
10.000	10.005	48.220	39.753
11.000	11.006	48.497	40.675
12.000	12.006	48.036	40.675
13.000	13.007	47.944	41.505
14.000	14.007	46.377	42.150
15.000	15.007	46.101	42.334
16.000	16.008	46.746	42.242
17.000	17.008	47.760	41.136
18.000	18.009	48.405	42.242
19.000	19.009	49.695	42.334
20.000	20.009	50.432	43.071
21.000	21.010	50.064	43.993
22.000	22.010	50.248	43.993
23.000	23.011	49.879	42.887
24.000	24.012	51.262	41.505
25.000	25.012	51.078	40.859
26.000	26.012	50.985	40.214
27.000	27.014	51.538	39.293
28.000	28.015	52.737	38.924
29.000	29.015	53.935	38.555
30.000	30.015	53.566	37.910
31.000	31.016	53.382	36.251
32.000	32.016	53.382	36.988
33.000	33.017	53.382	38.279
34.000	34.017	53.382	38.463
35.000	35.018	53.566	37.726
36.000	36.018	52.644	38.002
37.000	37.019	53.474	38.832
38.000	38.019	53.658	38.279
39.000	39.020	53.382	38.187
40.000	40.020	53.382	38.463
41.000	41.021	51.999	39.569
42.000	42.021	52.552	40.859
43.000	43.021	51.262	41.781
44.000	44.023	50.248	40.030
45.000	45.023	49.603	39.846
46.000	46.024	49.419	39.661
47.000	47.024	50.432	39.569
48.000	48.025	49.695	39.385
49.000	49.025	49.050	39.661
50.000	50.026	48.128	40.214
51.000	51.026	47.483	40.583
52.000	52.027	47.760	39.753
53.000	53.027	47.760	40.214
54.000	54.027	48.128	39.938
55.000	55.028	47.944	40.491
56.000	56.028	48.220	41.412
57.000	57.029	47.944	41.044
58.000	58.029	48.866	41.044
59.000	59.029	48.497	40.952
60.000	60.030	48.866	41.320
61.000	61.030	49.326	41.320
62.000	62.032	48.773	42.150
63.000	63.033	48.589	41.965
64.000	64.033	48.866	43.624
65.000	65.034	49.326	42.426
66.000	66.034	49.326	42.887
67.000	67.034	50.525	43.440
68.000	68.035	49.972	43.071
69.000	69.036	50.156	43.717
70.000	70.036	51.354	43.901
71.000	71.036	51.446	44.177
72.000	72.037	51.907	43.993
73.000	73.037	51.815	43.532
74.000	74.038	51.907	41.228
75.000	75.038	51.538	41.965
76.000	76.039	52.829	42.150
77.000	77.039	52.829	42.150
78.000	78.040	53.197	42.979
79.000	79.041	53.566	42.058
80.000	80.042	54.211	42.795
81.000	81.042	54.672	41.873
82.000	82.042	53.013	41.320
83.000	83.043	54.027	40.675
84.000	84.043	53.935	41.965
85.000	85.044	55.778	42.150
86.000	86.044	55.594	41.228
87.000	87.045	56.884	40.399
88.000	88.045	56.515	38.832
89.000	89.046	56.054	38.002
90.000	90.046	56.331	37.634
91.000	91.047	57.068	37.265
92.000	92.047	56.515	37.541
93.000	93.048	55.409	36.988
94.000	94.048	55.501	36.896
95.000	95.048	54.488	35.698
96.000	96.150	53.566	35.237
97.000	97.150	52.368	35.698
98.000	98.151	52.184	34.869
99.000	99.151	52.184	35.422
100.000	100.252	50.709	34.777
101.000	101.252	50.893	34.777
102.000	102.253	50.432	34.777
103.000	103.253	52.091	34.316
104.000	104.354	53.013	34.316
105.000	105.354	53.290	33.671
106.000	106.355	54.488	32.288
107.000	107.355	53.750	32.933
108.000	108.355	53.566	33.486
109.000	109.356	54.027	34.224
110.000	110.357	55.962	34.224
111.000	111.357	56.423	34.224
112.000	112.357	55.594	34.039
113.000	113.359	56.054	33.210
114.000	114.359	56.976	32.104
115.000	115.360	57.806	32.933
116.000	116.360	57.437	33.855
117.000	117.361	57.160	33.671
118.000	118.361	55.133	34.224
119.000	119.362	53.750	35.330
120.000	120.362	53.382	35.053
121.000	121.363	53.474	33.210
122.000	122.363	54.856	34.592
123.000	123.363	54.303	35.053
124.000	124.364	53.658	36.528
125.000	125.365	54.672	36.804
126.000	126.365	56.515	38.924
127.000	127.365	55.594	39.108
128.000	128.366	54.672	38.740
129.000	129.366	55.870	38.463
130.000	130.367	55.962	39.569
131.000	131.368	54.764	39.938
132.000	132.369	55.133	39.293
133.000	133.369	55.686	38.463
134.000	134.370	55.133	37.357
135.000	135.370	56.054	37.541
136.000	136.371	55.225	37.449
137.000	137.371	54.303	36.804
138.000	138.372	52.921	36.343
139.000	139.372	53.750	35.330
140.000	140.372	54.948	36.251
141.000	141.373	55.225	36.159
142.000	142.373	55.225	35.975
143.000	143.374	55.225	35.883
144.000	144.374	54.764	34.500
145.000	145.375	54.856	34.039
146.000	146.375	53.658	35.790
147.000	147.376	53.013	36.896
148.000	148.377	51.907	36.343
149.000	149.378	51.170	35.790
150.000	150.378	50.985	36.528
151.000	151.378	51.538	35.606
152.000	152.379	51.723	34.500
